district,year,no,HDI,GI_status,GI_year
Pematang Siantar City,2011,51,73.61,0,
Pematang Siantar City,2012,51,74.51,0,
Pematang Siantar City,2013,51,75.05,0,
Pematang Siantar City,2014,51,75.83000183,0,
Pematang Siantar City,2015,51,76.33999634,0,
Pematang Siantar City,2016,51,76.90000153,0,
Pematang Siantar City,2017,51,77.54000092,0,
Pematang Siantar City,2018,51,77.87999725,0,
Pematang Siantar City,2019,51,78.56999969,0,
Pematang Siantar City,2020,51,78.75,0,
Pematang Siantar City,2021,51,79.16999817,0,
Pematang Siantar City,2022,51,79.69999695,0,
Pematang Siantar City,2023,51,80.45999908,0,
Tebing Tinggi City,2010,52,69.96,0,
Tebing Tinggi City,2011,52,70.84,0,
Tebing Tinggi City,2012,52,71.34,0,
Tebing Tinggi City,2013,52,71.85,0,
Tebing Tinggi City,2014,52,72.12999725,0,
Tebing Tinggi City,2015,52,72.80999756,0,
Tebing Tinggi City,2016,52,73.58000183,0,
Tebing Tinggi City,2017,52,73.90000153,0,
Tebing Tinggi City,2018,52,74.5,0,
Tebing Tinggi City,2019,52,75.08000183,0,
Tebing Tinggi City,2020,52,75.16999817,0,
Tebing Tinggi City,2021,52,75.41999817,0,
Tebing Tinggi City,2022,52,76.16999817,0,
Tebing Tinggi City,2023,52,76.98000336,0,
Medan City,2010,53,77.02,0,
Medan City,2011,53,77.54,0,
Medan City,2012,53,77.78,0,
Medan City,2013,53,78,0,
Medan City,2014,53,78.26000214,0,
Medan City,2015,53,78.87000275,0,
Medan City,2016,53,79.33999634,0,
Medan City,2017,53,79.98000336,0,
Medan City,2018,53,80.65000153,0,
Medan City,2019,53,80.97000122,0,
Medan City,2020,53,80.98000336,0,
Medan City,2021,53,81.20999908,0,
Medan City,2022,53,81.76000214,0,
Medan City,2023,53,82.19000244,0,
Binjai City,2010,54,70.54,0,
Binjai City,2011,54,70.85,0,
Binjai City,2012,54,71.54,0,
Binjai City,2013,54,72.02,0,
Binjai City,2014,54,72.55000305,0,
Binjai City,2015,54,73.80999756,0,
Binjai City,2016,54,74.11000061,0,
Binjai City,2017,54,74.65000153,0,
Binjai City,2018,54,75.20999908,0,
Binjai City,2019,54,75.88999939,0,
Binjai City,2020,54,75.88999939,0,
Binjai City,2021,54,76.01000214,0,
Binjai City,2022,54,76.94999695,0,
Binjai City,2023,54,77.59999847,0,
Padangsidimpuan City,2010,55,70.23,0,
Padangsidimpuan City,2011,55,71.08,0,
Padangsidimpuan City,2012,55,71.38,0,
Padangsidimpuan City,2013,55,71.68,0,
Padangsidimpuan City,2014,55,71.87999725,0,
Padangsidimpuan City,2015,55,72.80000305,0,
Padangsidimpuan City,2016,55,73.41999817,0,
Padangsidimpuan City,2017,55,73.80999756,0,
Padangsidimpuan City,2018,55,74.37999725,0,
Padangsidimpuan City,2019,55,75.05999756,0,
Padangsidimpuan City,2020,55,75.22000122,0,
Padangsidimpuan City,2021,55,75.48000336,0,
Padangsidimpuan City,2022,55,76.05000305,0,
Padangsidimpuan City,2023,55,76.44000244,0,
Gunungsitoli City,2010,56,,0,
Gunungsitoli City,2011,56,63.71,0,
Gunungsitoli City,2012,56,64.34,0,
Gunungsitoli City,2013,56,65.25,0,
Gunungsitoli City,2014,56,65.91000366,0,
Gunungsitoli City,2015,56,66.41000366,0,
Gunungsitoli City,2016,56,66.84999847,0,
Gunungsitoli City,2017,56,67.68000031,0,
Gunungsitoli City,2018,56,68.33000183,0,
Gunungsitoli City,2019,56,69.30000305,0,
Gunungsitoli City,2020,56,69.30999756,0,
Gunungsitoli City,2021,56,69.61000061,0,
Gunungsitoli City,2022,56,70.23000336,0,
Gunungsitoli City,2023,56,70.68000031,0,
Mentawai Islands,2010,57,55.66,0,
Mentawai Islands,2011,57,55.9,0,
Mentawai Islands,2012,57,56.1,0,
Mentawai Islands,2013,57,56.33,0,
Mentawai Islands,2014,57,56.72999954,0,
Mentawai Islands,2015,57,57.40999985,0,
Mentawai Islands,2016,57,58.27000046,0,
Mentawai Islands,2017,57,59.25,0,
Mentawai Islands,2018,57,60.27999878,0,
Mentawai Islands,2019,57,61.25999832,0,
Mentawai Islands,2020,57,61.09000015,0,
Mentawai Islands,2021,57,61.34999847,0,
Mentawai Islands,2022,57,62.18999863,0,
Mentawai Islands,2023,57,63.13000107,0,
Pesisir Selatan,2010,58,65.09,0,
Pesisir Selatan,2011,58,65.8,0,
Pesisir Selatan,2012,58,66.49,0,
Pesisir Selatan,2013,58,67.31,0,
Pesisir Selatan,2014,58,67.75,0,
Pesisir Selatan,2015,58,68.06999969,0,
Pesisir Selatan,2016,58,68.38999939,0,
Pesisir Selatan,2017,58,68.73999786,0,
Pesisir Selatan,2018,58,69.40000153,0,
Pesisir Selatan,2019,58,70.08000183,0,
Pesisir Selatan,2020,58,69.90000153,0,
Pesisir Selatan,2021,58,70.02999878,0,
Pesisir Selatan,2022,58,70.83999634,0,
Pesisir Selatan,2023,58,71.44000244,0,
Solok,2010,59,64.53,0,
Solok,2011,59,65.28,0,
Solok,2012,59,65.62,0,
Solok,2013,59,66.15,0,
Solok,2014,59,66.44000244,0,
Solok,2015,59,67.12000275,0,
Solok,2016,59,67.66999817,0,
Solok,2017,59,67.86000061,0,
Solok,2018,59,68.59999847,0,
Solok,2019,59,69.08000183,0,
Solok,2020,59,69.08000183,0,
Solok,2021,59,69.23999786,0,
Solok,2022,59,70.01999664,0,
Solok,2023,59,70.62999725,0,
Sijunjung,2010,60,62.51,0,
Sijunjung,2011,60,62.92,0,
Sijunjung,2012,60,63.7,0,
Sijunjung,2013,60,64.48,0,
Sijunjung,2014,60,64.94999695,0,
Sijunjung,2015,60,65.30000305,0,
Sijunjung,2016,60,66.01000214,0,
Sijunjung,2017,60,66.59999847,0,
Sijunjung,2018,60,66.97000122,0,
Sijunjung,2019,60,67.66000366,0,
Sijunjung,2020,60,67.73999786,0,
Sijunjung,2021,60,67.86000061,0,
Sijunjung,2022,60,68.69000244,0,
Sijunjung,2023,60,69.65000153,0,
Tanah Datar,2010,61,66.47,0,
Tanah Datar,2011,61,66.92,0,
Tanah Datar,2012,61,67.29,0,
Tanah Datar,2013,61,68.12,0,
Tanah Datar,2014,61,68.51000214,0,
Tanah Datar,2015,61,69.48999786,0,
Tanah Datar,2016,61,70.11000061,0,
Tanah Datar,2017,61,70.37000275,0,
Tanah Datar,2018,61,71.25,0,
Tanah Datar,2019,61,72.13999939,0,
Tanah Datar,2020,61,72.33000183,0,
Tanah Datar,2021,61,72.45999908,0,
Tanah Datar,2022,61,73.29000092,0,
Tanah Datar,2023,61,73.98000336,0,
Padang Pariaman,2010,62,65.16,0,
Padang Pariaman,2011,62,65.89,0,
Padang Pariaman,2012,62,66.2,0,
Padang Pariaman,2013,62,67.15,0,
Padang Pariaman,2014,62,67.55999756,0,
Padang Pariaman,2015,62,68.04000092,0,
Padang Pariaman,2016,62,68.44000244,0,
Padang Pariaman,2017,62,68.90000153,0,
Padang Pariaman,2018,62,69.70999908,0,
Padang Pariaman,2019,62,70.58999634,0,
Padang Pariaman,2020,62,70.61000061,0,
Padang Pariaman,2021,62,70.76000214,0,
Padang Pariaman,2022,62,71.62999725,0,
Padang Pariaman,2023,62,72.61000061,0,
Agam,2010,63,66.12,0,
Agam,2011,63,66.94,0,
Agam,2012,63,67.95,0,
Agam,2013,63,68.73,0,
Agam,2014,63,69.31999969,0,
Agam,2015,63,69.83999634,0,
Agam,2016,63,70.36000061,0,
Agam,2017,63,71.09999847,0,
Agam,2018,63,71.69999695,0,
Agam,2019,63,72.37000275,0,
Agam,2020,63,72.45999908,0,
Agam,2021,63,72.56999969,0,
Agam,2022,63,73.29000092,0,
Agam,2023,63,73.98000336,0,
Lima Puluh Kota,2010,64,64.64,0,
Lima Puluh Kota,2011,64,65.2,0,
Lima Puluh Kota,2012,64,65.87,0,
Lima Puluh Kota,2013,64,66.3,0,
Lima Puluh Kota,2014,64,66.77999878,0,
Lima Puluh Kota,2015,64,67.65000153,0,
Lima Puluh Kota,2016,64,68.37000275,0,
Lima Puluh Kota,2017,64,68.69000244,0,
Lima Puluh Kota,2018,64,69.16999817,0,
Lima Puluh Kota,2019,64,69.66999817,0,
Lima Puluh Kota,2020,64,69.47000122,0,
Lima Puluh Kota,2021,64,69.68000031,0,
Lima Puluh Kota,2022,64,70.27999878,0,
Lima Puluh Kota,2023,64,70.69999695,0,
Pasaman,2010,65,60.88,0,
Pasaman,2011,65,61.57,0,
Pasaman,2012,65,62.26,0,
Pasaman,2013,65,62.91,0,
Pasaman,2014,65,63.33000183,0,
Pasaman,2015,65,64.01000214,0,
Pasaman,2016,65,64.56999969,0,
Pasaman,2017,65,64.94000244,0,
Pasaman,2018,65,65.59999847,0,
Pasaman,2019,65,66.45999908,0,
Pasaman,2020,65,66.63999939,0,
Pasaman,2021,65,66.76999664,0,
Pasaman,2022,65,67.41000366,0,
Pasaman,2023,65,68.12999725,0,
Solok Selatan,2010,66,64.51,0,
Solok Selatan,2011,66,64.81,0,
Solok Selatan,2012,66,65.12,0,
Solok Selatan,2013,66,65.86,0,
Solok Selatan,2014,66,66.29000092,0,
Solok Selatan,2015,66,67.08999634,0,
Solok Selatan,2016,66,67.47000122,0,
Solok Selatan,2017,66,67.80999756,0,
Solok Selatan,2018,66,68.44999695,0,
Solok Selatan,2019,66,68.94000244,0,
Solok Selatan,2020,66,69.04000092,0,
Solok Selatan,2021,66,69.23000336,0,
Solok Selatan,2022,66,69.70999908,0,
Solok Selatan,2023,66,70.58000183,0,
Dharmasraya,2010,67,66.56,0,
Dharmasraya,2011,67,67.4,0,
Dharmasraya,2012,67,67.76,0,
Dharmasraya,2013,67,68.71,0,
Dharmasraya,2014,67,69.26999664,0,
Dharmasraya,2015,67,69.83999634,0,
Dharmasraya,2016,67,70.25,0,
Dharmasraya,2017,67,70.40000153,0,
Dharmasraya,2018,67,70.86000061,0,
Dharmasraya,2019,67,71.51999664,0,
Dharmasraya,2020,67,71.51000214,0,
Dharmasraya,2021,67,71.76000214,0,
Dharmasraya,2022,67,72.30000305,0,
Dharmasraya,2023,67,73.04000092,0,
Pasaman Barat,2010,68,61.77,0,
Pasaman Barat,2011,68,62.55,0,
Pasaman Barat,2012,68,63.33,0,
Pasaman Barat,2013,68,63.92,0,
Pasaman Barat,2014,68,64.55999756,0,
Pasaman Barat,2015,68,65.26000214,0,
Pasaman Barat,2016,68,66.02999878,0,
Pasaman Barat,2017,68,66.83000183,0,
Pasaman Barat,2018,68,67.43000031,0,
Pasaman Barat,2019,68,68.20999908,0,
Pasaman Barat,2020,68,68.48999786,0,
Pasaman Barat,2021,68,68.76000214,0,
Pasaman Barat,2022,68,69.56999969,0,
Pasaman Barat,2023,68,70.19000244,0,
Padang City,2010,69,78.44,0,
Padang City,2011,69,78.68,0,
Padang City,2012,69,79,0,
Padang City,2013,69,79.23,0,
Padang City,2014,69,79.83000183,0,
Padang City,2015,69,80.36000061,0,
Padang City,2016,69,81.05999756,0,
Padang City,2017,69,81.58000183,0,
Padang City,2018,69,82.25,0,
Padang City,2019,69,82.68000031,0,
Padang City,2020,69,82.81999969,0,
Padang City,2021,69,82.90000153,0,
Padang City,2022,69,83.29000092,0,
Padang City,2023,69,83.58000183,0,
Solok City,2010,70,74.38,0,
Solok City,2011,70,74.68,0,
Solok City,2012,70,75.02,0,
Solok City,2013,70,75.54,0,
Solok City,2014,70,76.19999695,0,
Solok City,2015,70,76.83000183,0,
Solok City,2016,70,77.06999969,0,
Solok City,2017,70,77.44000244,0,
Solok City,2018,70,77.88999939,0,
Solok City,2019,70,78.37999725,0,
Solok City,2020,70,78.29000092,0,
Solok City,2021,70,78.41000366,0,
Solok City,2022,70,79.23000336,0,
Solok City,2023,70,79.58000183,0,
Sawah Lunto City,2010,71,67.55,0,
Sawah Lunto City,2011,71,67.97,0,
Sawah Lunto City,2012,71,68.59,0,
Sawah Lunto City,2013,71,69.07,0,
Sawah Lunto City,2014,71,69.61000061,0,
Sawah Lunto City,2015,71,69.87000275,0,
Sawah Lunto City,2016,71,70.66999817,0,
Sawah Lunto City,2017,71,71.12999725,0,
Sawah Lunto City,2018,71,71.72000122,0,
Sawah Lunto City,2019,71,72.38999939,0,
Sawah Lunto City,2020,71,72.63999939,0,
Sawah Lunto City,2021,71,72.87999725,0,
Sawah Lunto City,2022,71,73.73000336,0,
Sawah Lunto City,2023,71,74.41999817,0,
Padang Panjang City,2010,72,73.27,0,
Padang Panjang City,2011,72,73.76,0,
Padang Panjang City,2012,72,74.22,0,
Padang Panjang City,2013,72,74.54,0,
Padang Panjang City,2014,72,75.05000305,0,
Padang Panjang City,2015,72,75.98000336,0,
Padang Panjang City,2016,72,76.5,0,
Padang Panjang City,2017,72,77.01000214,0,
Padang Panjang City,2018,72,77.30000305,0,
Padang Panjang City,2019,72,78,0,
Padang Panjang City,2020,72,77.93000031,0,
Padang Panjang City,2021,72,77.97000122,0,
Padang Panjang City,2022,72,78.77999878,0,
Padang Panjang City,2023,72,79.26000214,0,
Bukittinggi City,2010,73,76.12,0,
Bukittinggi City,2011,73,76.3,0,
Bukittinggi City,2012,73,76.92,0,
Bukittinggi City,2013,73,77.67,0,
Bukittinggi City,2014,73,78.01999664,0,
Bukittinggi City,2015,73,78.72000122,0,
Bukittinggi City,2016,73,79.11000061,0,
Bukittinggi City,2017,73,79.80000305,0,
Bukittinggi City,2018,73,80.11000061,0,
Bukittinggi City,2019,73,80.70999908,0,
Bukittinggi City,2020,73,80.58000183,0,
Bukittinggi City,2021,73,80.69999695,0,
Bukittinggi City,2022,73,81.41999817,0,
Bukittinggi City,2023,73,81.77999878,0,
Payakumbuh City,2010,74,74.89,0,
Payakumbuh City,2011,74,75.39,0,
Payakumbuh City,2012,74,75.89,0,
Payakumbuh City,2013,74,76.34,0,
Payakumbuh City,2014,74,76.48999786,0,
Payakumbuh City,2015,74,77.41999817,0,
Payakumbuh City,2016,74,77.55999756,0,
Payakumbuh City,2017,74,77.91000366,0,
Payakumbuh City,2018,74,78.23000336,0,
Payakumbuh City,2019,74,78.94999695,0,
Payakumbuh City,2020,74,78.90000153,0,
Payakumbuh City,2021,74,79.08000183,0,
Payakumbuh City,2022,74,79.52999878,0,
Payakumbuh City,2023,74,79.97000122,0,
Pariaman City,2010,75,72.56,0,
Pariaman City,2011,75,73.07,0,
Pariaman City,2012,75,73.47,0,
Pariaman City,2013,75,74.51,0,
Pariaman City,2014,75,74.66000366,0,
Pariaman City,2015,75,74.98000336,0,
Pariaman City,2016,75,75.44000244,0,
Pariaman City,2017,75,75.70999908,0,
Pariaman City,2018,75,76.26000214,0,
Pariaman City,2019,75,76.69999695,0,
Pariaman City,2020,75,76.90000153,0,
Pariaman City,2021,75,77.06999969,0,
Pariaman City,2022,75,77.65000153,0,
Pariaman City,2023,75,78.12999725,0,
Kuantan Singingi,2010,76,65.07,0,
Kuantan Singingi,2011,76,65.72,0,
Kuantan Singingi,2012,76,66.31,0,
Kuantan Singingi,2013,76,66.65,0,
Kuantan Singingi,2014,76,67.47000122,0,
Kuantan Singingi,2015,76,68.31999969,0,
Kuantan Singingi,2016,76,68.66000366,0,
Kuantan Singingi,2017,76,69.52999878,0,
Kuantan Singingi,2018,76,69.95999908,0,
Kuantan Singingi,2019,76,70.77999878,0,
Kuantan Singingi,2020,76,70.30999756,0,
Kuantan Singingi,2021,76,70.59999847,0,
Kuantan Singingi,2022,76,71.08999634,0,
Kuantan Singingi,2023,76,71.66999817,0,
Indragiri Hulu,2010,77,65.1,0,
Indragiri Hulu,2011,77,65.93,0,
Indragiri Hulu,2012,77,66.5,0,
Indragiri Hulu,2013,77,66.68,0,
Indragiri Hulu,2014,77,67.11000061,0,
Indragiri Hulu,2015,77,68,0,
Indragiri Hulu,2016,77,68.66999817,0,
Indragiri Hulu,2017,77,68.97000122,0,
Indragiri Hulu,2018,77,69.66000366,0,
Indragiri Hulu,2019,77,70.05000305,0,
Indragiri Hulu,2020,77,69.83000183,0,
Indragiri Hulu,2021,77,70.01000214,0,
Indragiri Hulu,2022,77,70.45999908,0,
Indragiri Hulu,2023,77,71.04000092,0,
Indragiri Hilir,2010,78,61.98,0,
Indragiri Hilir,2011,78,62.82,0,
Indragiri Hilir,2012,78,63.04,0,
Indragiri Hilir,2013,78,63.44,0,
Indragiri Hilir,2014,78,63.79999924,0,
Indragiri Hilir,2015,78,64.80000305,0,
Indragiri Hilir,2016,78,65.34999847,0,
Indragiri Hilir,2017,78,66.16999817,0,
Indragiri Hilir,2018,78,66.51000214,0,
Indragiri Hilir,2019,78,66.83999634,0,
Indragiri Hilir,2020,78,66.54000092,0,
Indragiri Hilir,2021,78,66.62999725,0,
Indragiri Hilir,2022,78,67.37000275,0,
Indragiri Hilir,2023,78,67.98000336,0,
Pelalawan,2010,79,65.95,0,
Pelalawan,2011,79,66.58,0,
Pelalawan,2012,79,67.25,0,
Pelalawan,2013,79,68.29,0,
Pelalawan,2014,79,68.66999817,0,
Pelalawan,2015,79,69.81999969,0,
Pelalawan,2016,79,70.20999908,0,
Pelalawan,2017,79,70.58999634,0,
Pelalawan,2018,79,71.44000244,0,
Pelalawan,2019,79,71.84999847,0,
Pelalawan,2020,79,71.55999756,0,
Pelalawan,2021,79,72.08000183,0,
Pelalawan,2022,79,72.93000031,0,
Pelalawan,2023,79,73.58999634,0,
Siak,2010,80,69.78,0,
Siak,2011,80,70.2,0,
Siak,2012,80,70.45,0,
Siak,2013,80,70.84,0,
Siak,2014,80,71.44999695,0,
Siak,2015,80,72.16999817,0,
Siak,2016,80,72.69999695,0,
Siak,2017,80,73.18000031,0,
Siak,2018,80,73.73000336,0,
Siak,2019,80,74.06999969,0,
Siak,2020,80,73.68000031,0,
Siak,2021,80,73.98000336,0,
Siak,2022,80,74.5,0,
Siak,2023,80,74.98000336,0,
Kampar,2010,81,68.62,0,
Kampar,2011,81,69.64,0,
Kampar,2012,81,70.08,0,
Kampar,2013,81,70.46,0,
Kampar,2014,81,70.72000122,0,
Kampar,2015,81,71.27999878,0,
Kampar,2016,81,71.38999939,0,
Kampar,2017,81,72.19000244,0,
Kampar,2018,81,72.5,0,
Kampar,2019,81,73.15000153,0,
Kampar,2020,81,72.83000183,0,
Kampar,2021,81,73.01999664,0,
Kampar,2022,81,73.83999634,0,
Kampar,2023,81,74.23999786,0,
Rokan Hulu,2010,82,63.59,0,
Rokan Hulu,2011,82,64.2,0,
Rokan Hulu,2012,82,64.99,0,
Rokan Hulu,2013,82,66.07,0,
Rokan Hulu,2014,82,67.01999664,0,
Rokan Hulu,2015,82,67.29000092,0,
Rokan Hulu,2016,82,67.86000061,0,
Rokan Hulu,2017,82,68.66999817,0,
Rokan Hulu,2018,82,69.36000061,0,
Rokan Hulu,2019,82,69.93000031,0,
Rokan Hulu,2020,82,69.37999725,0,
Rokan Hulu,2021,82,69.66999817,0,
Rokan Hulu,2022,82,70.30999756,0,
Rokan Hulu,2023,82,71.01999664,0,
Bengkalis,2010,83,69.29,0,
Bengkalis,2011,83,69.72,0,
Bengkalis,2012,83,70.26,0,
Bengkalis,2013,83,70.6,0,
Bengkalis,2014,83,70.83999634,0,
Bengkalis,2015,83,71.29000092,0,
Bengkalis,2016,83,71.98000336,0,
Bengkalis,2017,83,72.26999664,0,
Bengkalis,2018,83,72.94000244,0,
Bengkalis,2019,83,73.44000244,0,
Bengkalis,2020,83,73.45999908,0,
Bengkalis,2021,83,73.58000183,0,
Bengkalis,2022,83,74.37999725,0,
Bengkalis,2023,83,74.97000122,0,
Rokan Hilir,2010,84,64.13,0,
Rokan Hilir,2011,84,64.76,0,
Rokan Hilir,2012,84,65.09,0,
Rokan Hilir,2013,84,65.46,0,
Rokan Hilir,2014,84,66.22000122,0,
Rokan Hilir,2015,84,66.80999756,0,
Rokan Hilir,2016,84,67.51999664,0,
Rokan Hilir,2017,84,67.83999634,0,
Rokan Hilir,2018,84,68.73000336,0,
Rokan Hilir,2019,84,69.40000153,0,
Rokan Hilir,2020,84,69.15000153,0,
Rokan Hilir,2021,84,69.33999634,0,
Rokan Hilir,2022,84,70.09999847,0,
Rokan Hilir,2023,84,70.77999878,0,
Meranti Islands,2010,85,59.71,0,2016
Meranti Islands,2011,85,60.38,0,2016
Meranti Islands,2012,85,61.49,0,2016
Meranti Islands,2013,85,62.53,0,2016
Meranti Islands,2014,85,62.90999985,0,2016
Meranti Islands,2015,85,63.25,0,2016
Meranti Islands,2016,85,63.90000153,1,2016
Meranti Islands,2017,85,64.69999695,1,2016
Meranti Islands,2018,85,65.23000336,1,2016
Meranti Islands,2019,85,65.93000031,1,2016
Meranti Islands,2020,85,65.5,1,2016
Meranti Islands,2021,85,65.69999695,1,2016
Meranti Islands,2022,85,66.51999664,1,2016
Meranti Islands,2023,85,67.27999878,1,2016
Pekanbaru City,2010,86,77.34,0,
Pekanbaru City,2011,86,77.71,0,
Pekanbaru City,2012,86,77.94,0,
Pekanbaru City,2013,86,78.16,0,
Pekanbaru City,2014,86,78.41999817,0,
Pekanbaru City,2015,86,79.31999969,0,
Pekanbaru City,2016,86,79.69000244,0,
Pekanbaru City,2017,86,79.97000122,0,
Pekanbaru City,2018,86,80.66000366,0,
Pekanbaru City,2019,86,81.34999847,0,
Pekanbaru City,2020,86,81.31999969,0,
Pekanbaru City,2021,86,81.58000183,0,
Pekanbaru City,2022,86,82.05999756,0,
Pekanbaru City,2023,86,82.37999725,0,
Dumai City,2010,87,69.55,0,
Dumai City,2011,87,70.43,0,
Dumai City,2012,87,71.07,0,
Dumai City,2013,87,71.59,0,
Dumai City,2014,87,71.86000061,0,
Dumai City,2015,87,72.19999695,0,
Dumai City,2016,87,72.95999908,0,
Dumai City,2017,87,73.45999908,0,
Dumai City,2018,87,74.05999756,0,
Dumai City,2019,87,74.63999939,0,
Dumai City,2020,87,74.40000153,0,
Dumai City,2021,87,74.75,0,
Dumai City,2022,87,75.26000214,0,
Dumai City,2023,87,75.66000366,0,
Kerinci,2010,88,65.16,0,2017
Kerinci,2011,88,65.85,0,2017
Kerinci,2012,88,66.71,0,2017
Kerinci,2013,88,67.49,0,2017
Kerinci,2014,88,67.95999908,0,2017
Kerinci,2015,88,68.88999939,0,2017
Kerinci,2016,88,69.68000031,0,2017
Kerinci,2017,88,70.02999878,1,2017
Kerinci,2018,88,70.58999634,1,2017
Kerinci,2019,88,70.94999695,1,2017
Kerinci,2020,88,71.20999908,1,2017
Kerinci,2021,88,71.44999695,1,2017
Kerinci,2022,88,71.98999786,1,2017
Kerinci,2023,88,72.54000092,1,2017
Merangin,2010,89,63.85,0,
Merangin,2011,89,64.4,0,
Merangin,2012,89,65.31,0,
Merangin,2013,89,65.82,0,
Merangin,2014,89,66.20999908,0,
Merangin,2015,89,67.15000153,0,
Merangin,2016,89,67.86000061,0,
Merangin,2017,89,68.30000305,0,
Merangin,2018,89,68.80999756,0,
Merangin,2019,89,69.06999969,0,
Merangin,2020,89,69.19000244,0,
Merangin,2021,89,69.52999878,0,
Merangin,2022,89,69.98000336,0,
Merangin,2023,89,70.80999756,0,
Sarolangun,2010,90,64.64,0,
Sarolangun,2011,90,65.2,0,
Sarolangun,2012,90,66.16,0,
Sarolangun,2013,90,67.13,0,
Sarolangun,2014,90,67.66999817,0,
Sarolangun,2015,90,68.09999847,0,
Sarolangun,2016,90,68.73000336,0,
Sarolangun,2017,90,69.02999878,0,
Sarolangun,2018,90,69.41000366,0,
Sarolangun,2019,90,69.72000122,0,
Sarolangun,2020,90,69.86000061,0,
Sarolangun,2021,90,70.25,0,
Sarolangun,2022,90,70.88999939,0,
Sarolangun,2023,90,71.29000092,0,
Batang Hari,2010,91,65.67,0,
Batang Hari,2011,91,66.32,0,
Batang Hari,2012,91,66.97,0,
Batang Hari,2013,91,67.24,0,
Batang Hari,2014,91,67.68000031,0,
Batang Hari,2015,91,68.05000305,0,
Batang Hari,2016,91,68.69999695,0,
Batang Hari,2017,91,68.91999817,0,
Batang Hari,2018,91,69.33000183,0,
Batang Hari,2019,91,69.66999817,0,
Batang Hari,2020,91,69.83999634,0,
Batang Hari,2021,91,70.11000061,0,
Batang Hari,2022,91,70.51000214,0,
Batang Hari,2023,91,71.01999664,0,
Muaro Jambi,2010,92,62.84,0,
Muaro Jambi,2011,92,63.39,0,
Muaro Jambi,2012,92,64.17,0,
Muaro Jambi,2013,92,65.14,0,
Muaro Jambi,2014,92,65.70999908,0,
Muaro Jambi,2015,92,66.66000366,0,
Muaro Jambi,2016,92,67.55000305,0,
Muaro Jambi,2017,92,67.86000061,0,
Muaro Jambi,2018,92,68.33999634,0,
Muaro Jambi,2019,92,69.01000214,0,
Muaro Jambi,2020,92,69.18000031,0,
Muaro Jambi,2021,92,69.55000305,0,
Muaro Jambi,2022,92,70.18000031,0,
Muaro Jambi,2023,92,71.04000092,0,
Tanjung Jabung Timur,2010,93,57.21,0,
Tanjung Jabung Timur,2011,93,57.77,0,
Tanjung Jabung Timur,2012,93,58.63,0,
Tanjung Jabung Timur,2013,93,59.41,0,
Tanjung Jabung Timur,2014,93,59.88000107,0,
Tanjung Jabung Timur,2015,93,61.11999893,0,
Tanjung Jabung Timur,2016,93,61.88000107,0,
Tanjung Jabung Timur,2017,93,62.61000061,0,
Tanjung Jabung Timur,2018,93,63.31999969,0,
Tanjung Jabung Timur,2019,93,63.91999817,0,
Tanjung Jabung Timur,2020,93,64.43000031,0,
Tanjung Jabung Timur,2021,93,64.91000366,0,
Tanjung Jabung Timur,2022,93,65.76999664,0,
Tanjung Jabung Timur,2023,93,66.65000153,0,
Tanjung Jabung Barat,2010,94,61.49,0,2015
Tanjung Jabung Barat,2011,94,61.98,0,2015
Tanjung Jabung Barat,2012,94,62.86,0,2015
Tanjung Jabung Barat,2013,94,63.54,0,2015
Tanjung Jabung Barat,2014,94,64.04000092,0,2015
Tanjung Jabung Barat,2015,94,65.02999878,1,2015
Tanjung Jabung Barat,2016,94,65.91000366,1,2015
Tanjung Jabung Barat,2017,94,66.15000153,1,2015
Tanjung Jabung Barat,2018,94,67.12999725,1,2015
Tanjung Jabung Barat,2019,94,67.54000092,1,2015
Tanjung Jabung Barat,2020,94,67.54000092,1,2015
